pbIndex,pb1,pb2,
010709,0.22347561,-0.77821046,
010710,0.19527173,-0.22860636,
010711,-0.02577766,-0.11897597,
010712,0.17798615,-0.12065738,
010713,0.17182446,0.08955967,
010714,0.46457818,0.04777965,
010715,0.24881396,-0.23504172,
010716,0.14273904,0.26392925,
010717,0.00959465,-0.06911108,
010718,-0.57971275,-1.18951178,
010719,0.04558232,-0.21163864,
010720,0.31998789,-0.35021931,
010721,-0.33245414,-0.64330453,
010722,-0.30927461,-0.84394306,
010723,0.83708537,0.17342283,
010724,0.19233033,-0.34885725,
010725,-0.31598914,-1.07665110,
010726,0.41704088,-0.00464958,
010727,0.08506120,-0.10830540,
010728,0.26179874,-0.26570052,
010729,0.13346508,-0.39068317,
010730,0.31642196,-0.03638047,
010731,-0.26174736,-0.55413640,
010732,-0.01253247,-0.00348560,
010733,0.60551131,0.17021015,
010734,0.50419831,-0.19322607,
010735,0.21151535,0.02456464,
010736,0.20579702,-0.47574762,
010737,-0.14652094,-0.59544885,
010738,0.06184563,-0.88207012,
010739,0.55464053,-0.08791396,
010740,0.39866635,-0.23610532,
010741,-0.01418223,-0.29747188,
010742,0.39049897,-0.02758150,
010743,0.12214059,-0.07111335,
010744,-0.54371065,-0.22479878,
010745,0.08608320,-0.40951848,
010746,-0.20723332,0.07807498,
010747,0.58919358,-0.13631094,
010748,0.27534589,-0.48765859,
010750,0.55196714,-0.04699078,
010751,0.39054352,0.00304788,
010752,-0.76835161,-0.34079790,
010753,-0.33435544,-0.14153270,
010754,0.21439771,0.21568546,
010755,-0.13096923,0.04397846,
010756,0.05169074,0.09849375,
010757,0.44267267,-1.15186322,
010758,0.39327213,-0.04855572,
010759,0.21176715,-0.29847807,
010760,0.49300230,0.05062269,
010761,0.44261470,0.33533844,
010762,0.11332286,-0.00285023,
010763,0.19610190,-0.21583465,
010764,0.25335792,-0.17688893,
010765,0.06606609,0.08356716,
010766,-0.06935595,-0.42016086,
010767,-0.21999604,-0.50834590,
010768,0.02508073,-0.11657649,
010769,0.97546810,0.01168199,
010770,-0.01055187,-1.09525108,
010771,0.51467359,0.14037369,
010772,0.31820074,0.05544157,
010773,0.02188268,0.14862072,
010774,-0.00938575,-0.16047944,
010776,0.35989138,-0.65083832,
010777,-0.07000603,-1.17505419,
010778,-0.38701785,-0.02999709,
010779,0.30527371,-0.40388408,
010780,0.13691905,-0.84962845,
010781,0.35771638,-0.04653495,
010782,-0.33607262,-0.32577729,
010783,0.11920939,-0.69676369,
010784,-0.05321136,-0.11582871,
010785,-0.01814513,-0.59133577,
010786,-0.27969810,-0.56531745,
010787,0.71682471,0.14878877,
010788,0.20040415,-0.04580377,
010789,0.21241885,-1.07460999,
010790,-0.19406801,-0.35274380,
010791,0.19088462,0.05795445,
010792,0.34436435,-0.14132498,
010793,0.52031964,0.04837297,
010794,-0.42218897,-0.20894101,
010795,0.26337585,-0.08731247,
010796,-0.00731695,-0.22099932,
010797,0.13102040,-0.03892964,
010798,0.06211204,0.05360195,
010799,0.03223186,-0.33563313,
010800,0.27341431,-0.16124772,
010801,-0.07848868,0.10394751,
010802,-0.00941287,-0.36495942,
010803,0.76364493,-0.17551360,
010804,0.15409023,-0.77067626,
010805,0.56385523,0.20838675,
010806,0.11657538,-0.15981396,
010807,0.43446055,-0.15656024,
010808,-0.25695640,0.01213466,
010810,0.57155710,-0.09806409,
010811,0.18171495,-0.27155098,
010812,-0.22020119,-0.14051951,
010813,-0.22934268,-0.03025246,
010814,-0.02626614,-0.51961750,
010815,0.58799291,0.05474257,
010816,0.87761730,0.02565994,
010817,0.11252785,-0.60039204,
010818,0.56014013,0.02570615,
010819,0.23288688,-0.17275642,
010820,-0.35688564,-0.35666203,
010821,0.34877023,-0.04559045,
010822,0.11509914,0.32547188,
010824,0.36198223,-0.11566086,
010825,0.62351632,-0.03175915,
010826,0.30353105,-0.18386489,
010827,0.20328669,0.03829174,
010828,-0.19114342,-0.78730470,
010829,0.17626394,-0.08603571,
010830,0.24675389,-0.19214323,
010831,-0.32158795,-0.08423014,
010832,0.22077252,0.32436582,
010833,0.53193420,-0.09998829,
010834,-0.55981481,0.10764714,
010835,0.27899694,0.02708379,
010836,0.46232185,-0.46208116,
010837,-0.44324845,-0.35597318,
010838,-0.46340850,-0.57552540,
010839,0.89630187,0.12696177,
010840,-0.44562182,-0.74562329,
010841,0.13287465,0.30696133,
010842,-0.02466790,-0.17240626,
010843,-0.03301585,-0.35352767,
010844,0.16527522,-0.10217845,
010845,0.35228440,-0.52855474,
010846,-0.25971040,-0.06488285,
010847,-0.23061484,-0.21943797,
010848,0.22282393,-0.13993369,
010849,-0.50217581,-0.13434604,
010850,0.15170081,-0.20404157,
010851,0.55563694,-0.11477635,
010852,0.06722628,-0.19227019,
010853,-0.30533338,-0.67451185,
010854,0.32828918,-0.43662861,
010855,0.02863707,0.25482479,
010856,0.04793560,-0.41710240,
010857,-0.16641787,-0.11425647,
010858,0.01306349,-0.08563215,
010859,0.00103506,-0.36151993,
010860,0.24732637,-0.79171962,
010861,-0.58930206,-0.34297612,
010862,-0.22621839,-0.35388696,
010863,0.26020798,-0.15475804,
010864,-0.13891812,-0.32289204,
010865,0.47389185,0.18055214,
010866,0.54360133,0.46381819,
010867,0.07111656,0.34191370,
010868,0.05383601,-0.09068829,
010869,0.30170584,-0.72280276,
010870,0.00557188,-0.05127802,
010871,0.25426170,-0.46437389,
010872,0.05111006,-0.44964835,
010873,0.14527427,-0.34639251,
010874,0.79697633,0.22587726,
010875,0.16905789,-0.30020192,
010876,-0.66732180,0.25407314,
010877,-0.56844991,0.43233925,
010878,0.10075216,-0.19470948,
010879,0.33446211,-0.01160585,
010880,0.85151994,0.08137420,
010881,0.14144804,0.01764136,
010882,0.09393356,-0.25689310,
010883,0.34522951,-0.88814527,
010884,-0.35894597,0.00808210,
010885,-0.29725981,-0.16255547,
010886,0.11081290,-0.93525618,
010887,0.31928608,-0.01450616,
010888,-0.43514791,-0.27389595,
010889,0.10123941,-0.21698022,
010890,0.24250793,-0.71875739,
010891,-0.12595297,-0.89608222,
010892,-0.76014221,-0.46977398,
010893,-0.62793207,-0.48561409,
010895,0.79876274,0.19581419,
010897,-0.08599343,0.63195038,
010898,-0.15048413,0.48595351,
010899,-0.10009031,0.41928390,
010900,0.24397075,0.15503620,
010901,-0.00456210,0.33015388,
010902,0.24271601,0.36853772,
010903,0.60165250,-0.10462526,
010904,0.01237649,-0.16936748,
010910,0.18759574,-0.38385531,
050000,-0.03416931,-0.41519597,
050001,0.59767914,-0.62413043,
050002,-0.19779477,-0.42164025,
050003,-0.30331481,-0.21223423,
050004,0.09267933,-0.48418784,
050005,0.47970846,0.14396246,
050006,0.05886867,0.37633097,
050007,0.30354625,0.03583143,
050008,-0.02788295,-0.41078323,
050009,0.04015254,-0.28695291,
050010,0.09794433,-0.49764892,
050011,-0.00219758,-0.51505941,
050012,0.50854498,-0.17414331,
050013,0.00313614,-0.25495103,
050014,0.47412464,-0.11391150,
050015,0.47454566,-0.12582693,
050016,0.78858900,-0.33507502,
050017,0.59356707,-0.33447632,
050018,1.06503427,-0.59900564,
050019,0.49341300,-0.43188640,
050020,0.87432110,-0.07890217,
050021,-0.27197802,-0.57969767,
050022,0.46892270,0.23154142,
050023,-0.63223833,-0.75642800,
050024,-0.00637209,-0.32969996,
050025,0.69290942,-0.68262422,
050026,0.33915031,-0.28789422,
050027,0.74280846,-0.12583832,
050028,0.36625180,0.04264753,
050029,-0.27022889,-0.50626481,
050030,-0.18307397,-0.46168146,
050031,-0.19547610,-0.13396852,
050032,-0.12970375,-0.50117171,
050033,0.46553895,0.12823465,
050034,-0.85217232,-0.79658687,
050035,0.42133623,0.03629370,
050036,0.10386477,0.15936686,
050037,0.44048944,0.12698849,
050038,0.11274900,-0.04091053,
050039,0.15532953,-0.21352533,
050040,-0.26206344,-1.19223249,
050041,0.02582603,-0.40980947,
050042,1.67385697,-0.65902048,
050043,-0.01479528,-0.39318380,
050044,-0.31224561,-0.41358811,
050045,-0.79157615,-0.84423256,
050046,-0.01552809,-0.52007627,
050047,0.49298573,-0.03302338,
050048,0.09775209,0.02273753,
050049,0.47030810,-0.42924342,
050050,-0.17690971,-0.44394708,
050051,-0.10220134,-0.75625491,
050052,-0.05725970,-0.53332430,
050053,0.70972228,-0.22192872,
050054,0.12794551,-0.14460109,
050055,0.81835407,-0.99266082,
050056,0.64761126,-0.27199599,
050057,0.56836468,0.08958354,
050058,-0.33440700,-0.27918044,
050059,0.49170130,0.11098441,
050060,-0.54437935,-0.97698396,
050061,0.13351208,-0.16536574,
050062,0.68160027,-0.08227178,
050063,0.29707739,0.14691930,
050064,0.33908990,-0.25338608,
050065,-0.32465112,-0.53694528,
050066,-0.48548901,-0.66563678,
050067,0.02559845,-0.46426624,
050068,-0.07015101,-0.75877929,
050069,0.37970436,-0.06705679,
050070,0.05530621,-0.00328164,
050071,0.95255715,-0.03960938,
050072,0.34397867,-0.17053358,
050073,-0.35750490,-0.30081394,
050074,0.49127498,-0.64249468,
050075,1.11495256,-0.27848050,
050076,0.31187668,0.12284222,
050077,0.31782919,-0.18828420,
050079,-0.07081966,-0.60474586,
050080,0.79436928,-0.21943982,
050081,0.36396974,-0.36262780,
050082,0.61729193,-0.48860016,
050083,0.42946464,0.03369062,
050084,0.87728167,-1.35201132,
050085,0.10147440,0.14040616,
050086,-0.34442523,-0.56882459,
050087,-0.34416127,-0.53678846,
050088,0.41342160,-0.08511666,
050089,0.80673748,-0.28436694,
050090,1.04803252,-0.36686325,
050091,-0.05463461,-0.36583272,
050092,0.05300055,-0.01939653,
050093,-0.06540693,-0.42889851,
050094,0.28787890,-0.17312138,
050095,0.42822668,-0.47091573,
050096,0.52941489,0.07655488,
050097,0.28803343,0.11756568,
050098,1.11507905,-0.43065935,
050099,-0.22117054,-0.67241812,
050100,0.32175559,-0.30419046,
050101,0.04667534,0.14881104,
050102,-0.05152282,-0.33030981,
050103,0.47149128,-0.06746817,
050104,0.56992668,0.29589179,
050105,0.85672259,-0.33358940,
050106,1.18062747,-0.34479520,
050107,0.76634604,0.52095014,
050108,0.53394067,-0.13645774,
050109,1.14846098,-0.07495289,
050110,0.98186439,0.23486194,
050111,0.58334762,-1.36840355,
050112,0.85020584,0.29812777,
050113,-0.15326494,-0.50054383,
050114,-0.20651819,-0.39344963,
050115,0.37451804,0.05839241,
050116,-0.06158465,-0.66537631,
050117,-0.63116360,-0.69774973,
050118,0.73129356,-0.25600085,
050119,-0.42862815,-0.38645723,
050120,-0.08152968,-0.69872910,
050121,0.64233834,0.46282682,
050122,0.42974299,-0.02956230,
050123,0.16855726,-0.86254078,
050124,1.16621399,-0.16281745,
050125,0.44658926,-0.07652254,
050126,0.66992158,-0.94793195,
050127,0.04379397,-0.36576852,
050128,-0.40181535,-0.38519457,
050129,0.81443626,-0.76406342,
050130,0.33889511,0.10705001,
050131,0.08072873,-0.60053325,
050132,-0.78025615,-0.53690594,
050133,-0.07367395,-0.30704099,
050134,-0.05876468,-0.64034289,
050135,0.61378163,-0.21919665,
050136,0.55556709,-0.30889478,
050137,-0.93349117,-0.89984578,
050138,0.50916296,0.21625352,
050139,-0.16069821,-0.43499079,
050140,-0.31437269,-0.62609309,
050141,-0.74340153,-0.76151234,
050142,0.34162885,0.04408425,
050143,-0.10760861,-0.42340562,
050144,0.95084316,-0.34285977,
050145,0.02799177,-0.80869299,
050146,0.55745411,-0.16946876,
050147,0.40104395,-0.11063267,
050148,1.32159829,-0.28818786,
050149,1.00765359,-0.45884103,
050150,0.16827939,0.14435022,
050151,0.07994743,-0.00219776,
050152,0.04026882,0.19196005,
050153,0.11258349,-0.41379505,
050154,0.57831955,-0.02918654,
050155,0.09281740,-0.42969686,
050156,0.36251456,-0.34452680,
050157,-0.13334423,-0.52620524,
050158,0.06083182,-0.36509380,
050159,-0.39774543,-0.58900440,
050160,1.22461212,-0.10621823,
050161,0.31149644,0.04511408,
050162,0.37899902,-0.55211949,
050163,0.46454078,-0.08889599,
050164,0.46792030,-0.35176685,
050165,-0.27200386,-0.42702532,
050166,-0.20209506,-0.60876232,
050167,0.51231790,-0.28794599,
050168,0.75286090,-0.07441283,
050169,0.29488581,-0.11851727,
050170,0.49988374,-0.24214271,
050171,-0.06939704,-0.44972447,
050172,-0.97514170,-1.08972132,
050173,1.01421392,0.08198325,
050174,-0.56243223,-0.87706375,
050175,1.41667235,-0.28610414,
050176,0.06290507,0.00217298,
050177,0.02872369,-0.00272929,
050178,-0.73040682,-0.54334563,
050179,-0.87295264,-0.40816885,
050180,-0.84483790,-0.34315071,
050181,0.36098090,-0.72510195,
050182,0.17920482,-0.03209095,
050183,-0.25308290,-0.67850298,
050184,0.37206781,-0.24040394,
050185,1.01061559,-0.32149643,
050186,0.20776667,-0.56292689,
050187,1.12409270,-0.62579393,
050188,-0.19067629,-1.17668140,
050189,0.00184794,-0.54379910,
050190,0.65559870,-0.22806747,
050191,0.64294010,-0.22732390,
050192,0.09672109,-0.52898425,
050193,0.54978454,-0.54253566,
050194,1.08858955,-0.99275386,
050195,-0.02571673,-0.09076126,
050196,-0.24175240,-0.57900077,
050197,-0.15538155,-0.93755686,
050198,0.48386863,-0.77607876,
050199,0.65980738,0.14891408,
050200,0.51074523,0.29136768,
050201,0.61031866,-0.32054251,
050202,-0.30067438,-0.29191852,
050203,0.92324179,-0.21070896,
050204,-0.15859917,-0.45629469,
050205,-0.15873425,-0.45668605,
050206,-0.28782707,-0.53614455,
050207,-0.09676216,-0.95181346,
050208,-1.34543502,-0.69611329,
050209,-0.14149047,-0.48948219,
050210,-0.34371462,-0.55393845,
050211,-0.04766850,-0.41376567,
050212,1.55709147,0.13684095,
050213,-0.03457025,-0.79570049,
050214,0.66559619,-0.60545409,
050215,-1.13006985,-0.55475986,
050216,0.89755106,-0.19117898,
050217,-0.12717097,-0.39786077,
050218,-0.76358432,-1.13638973,
050219,0.32575127,-0.98021221,
050220,0.67267430,-0.48425502,
050221,0.75614458,-0.04175581,
050222,0.69794196,-0.35987118,
050223,-0.07061657,-0.26705033,
050224,-0.30182660,-0.72075629,
050225,0.56596833,-0.34456858,
050226,0.70239216,-0.39666605,
050227,0.54139715,-0.46220183,
050228,0.52216828,0.23729584,
050229,-0.18112879,-0.54825813,
050230,0.57806355,-0.37424386,
050231,0.50079906,-0.09688917,
050232,0.02026244,-0.08627695,
050233,0.77799851,-0.84468281,
050234,0.35227442,-0.22206697,
050235,0.15225893,-0.18324567,
050236,0.08155192,0.02200544,
050237,-0.13930541,-0.45465550,
050238,0.27284542,-0.10619378,
050239,0.15498665,0.08649728,
050240,0.32656032,0.14338095,
050241,-0.28098097,-0.40441352,
050242,0.75958586,0.11288919,
050243,-0.16400994,-0.47899356,
050244,-0.15246005,-0.88438624,
050245,0.75114560,-0.36846367,
050246,0.09960745,-0.03497298,
050247,-0.26794508,-0.48471552,
050248,-0.37591320,-0.45732629,
050249,-0.43153939,-0.84557742,
050250,-0.06047663,-0.38235927,
050251,-0.36450502,-0.63599050,
050252,-0.05885109,-0.58132923,
050253,0.59060973,-0.67090577,
050254,0.87221456,-0.01116120,
050255,0.08575292,0.00938519,
050256,-0.58534271,-0.74869728,
050257,0.35396874,0.06884100,
050258,0.54616344,0.10676925,
050259,0.33646679,-0.05179835,
050260,0.68171573,-0.26521403,
050261,0.92684996,0.26040465,
050262,1.11682129,-0.31966314,
050263,0.41273916,-0.02443812,
050264,0.08711062,0.00156947,
050265,0.68129265,-0.77754807,
050266,0.09113307,-0.02527117,
050267,0.37256294,-0.08928094,
050268,0.52476567,-0.43052679,
050269,-0.81153715,-0.64931703,
050270,0.51864541,-0.21754038,
050271,0.89381206,0.43344530,
050272,0.74487787,-1.15896595,
050273,-0.42057884,-0.36658227,
050274,0.46167445,-0.54765260,
050275,1.39032209,0.69547790,
050276,0.24686995,-0.38655171,
050277,-0.52146119,-0.81924516,
050278,-0.86622649,-0.59948510,
050279,-0.37455490,-0.55645967,
050280,0.75820065,-0.01787211,
050281,-0.00656215,-0.40162873,
050282,-0.53319722,-0.65562004,
050283,0.53448832,0.27340302,
050284,0.39334175,-0.07900915,
050285,1.34517014,-0.00149211,
050286,0.47438067,-0.09410214,
050287,-0.06089878,-0.25272140,
050288,-0.28497231,-0.31738016,
050289,0.43947032,-0.57421905,
050290,0.60340428,-0.27149618,
050291,0.67068011,-0.52596688,
050292,1.17069840,0.03683833,
050293,0.87243640,-0.22511788,
050294,-0.17244191,-0.52257901,
050295,0.71064413,-0.14410432,
050296,0.62394005,-0.57730222,
050297,-0.04154082,-0.30336708,
050298,-0.00692607,-0.79319471,
050299,-0.24516276,-0.41826609,
050300,0.12387441,-0.48568714,
050301,0.02099824,-0.49410081,
050302,0.40177339,-0.15806051,
050303,0.40693745,-0.14391655,
050304,0.87124330,-0.26864323,
050305,0.88594753,-0.84167266,
050306,0.58303702,-0.48977426,
050307,0.08486031,-0.01159628,
050308,0.18847020,0.14255615,
050309,0.85684592,-0.12713203,
050310,-0.04671169,-0.57959664,
050311,0.45400473,0.00217443,
050312,-0.07062156,-0.36545840,
050313,0.96163839,0.14449391,
050314,0.88867170,-0.50267696,
050315,1.40258420,0.06746240,
050316,0.50784498,0.02215264,
050317,1.50040913,-0.12194176,
050318,-0.27665246,-0.43465200,
050319,0.11612380,-0.05231422,
050320,0.01245819,-0.43396735,
050321,0.53998792,-0.24440354,
050322,0.58262450,-0.39803630,
050323,-0.08768316,-0.32083455,
050324,0.45439625,-0.21755569,
050325,-0.01149275,-0.43658334,
050326,0.42133000,-0.12904432,
050327,1.41191721,-0.49743527,
050328,1.07081151,-1.38941276,
050329,-0.05317492,-0.40449232,
050330,-0.17675531,-0.59356999,
050331,0.33491063,0.21770459,
050332,0.32789344,0.12070026,
050333,0.55795461,-0.19896826,
050334,0.08015034,-0.14944710,
050335,0.29653126,-0.10698549,
050336,0.70599693,-0.28964931,
050337,0.57664019,0.07209712,
050338,1.23208630,-0.70122916,
050339,-0.03436839,-0.27405530,
050340,0.16483554,-0.20239082,
050341,-0.31657755,-0.42815614,
050342,0.43842942,-0.12721793,
050343,0.35566792,-0.24969418,
050344,-0.05054161,-0.65793383,
050345,0.06995751,0.16308968,
050346,-0.40003830,-0.51057023,
050347,-0.22872142,-0.62155515,
050348,-0.62247366,-0.62772614,
050349,-0.63703364,-0.63586074,
050350,0.65250468,-0.38972476,
050351,0.10755134,0.07400248,
050352,1.35468626,-1.12197435,
050353,0.44583684,-0.39867771,
050354,0.46782055,0.10685425,
050355,0.04562437,-0.10914803,
050357,1.39299202,-0.90593606,
050358,-0.22985783,-0.46182323,
050359,-0.18030366,-1.03937697,
050360,0.46526045,-0.38255993,
050361,-0.09937361,-0.34910110,
050362,0.79691929,-0.15375562,
050363,0.37622309,-0.17970118,
050364,0.49235824,-0.01052712,
050365,0.52796280,0.10819145,
050366,-0.65074372,-0.93225551,
050367,0.51108140,0.07923245,
050368,0.49331731,0.08916774,
050369,-0.85939038,-0.87213588,
050370,-1.10486686,-0.82382321,
050371,0.10832188,-0.46889824,
050372,-0.04559696,-0.28128135,
050373,-0.10188796,-0.37052953,
050374,0.46446136,-0.16619100,
050375,0.62080878,-0.29452828,
050376,-0.56561637,-0.59328556,
050377,0.52042043,-0.26144508,
050378,-0.11683732,-0.49251091,
050379,0.73550922,-0.16855076,
050380,0.13683695,-0.46752730,
050381,0.88309079,-0.30472368,
050382,0.51256824,-0.11109349,
050383,0.23441613,-0.60283589,
050384,1.20907402,-0.52063519,
050385,-0.38656375,-0.35528544,
050386,0.89903069,-0.40387559,
050387,0.03755702,0.24347761,
050388,-0.05376776,-0.34645703,
050389,-0.04072493,-0.33454314,
050390,1.36598921,-0.61454523,
050391,0.76707023,-0.23690061,
050392,0.54034442,-0.50503540,
050393,0.46844488,0.31987393,
050394,1.07547891,-0.26675171,
050395,-0.15809631,-0.53032386,
050396,0.65479732,-0.30408320,
050397,0.51693845,-0.53541189,
050398,-0.02896031,-0.46985108,
050399,0.05289653,-0.38069531,
050400,-0.06876265,-0.32222477,
050401,-0.02770261,-0.42691812,
050402,0.43407217,-0.35856873,
050403,-0.31606799,-0.76808250,
050404,0.58732986,-0.44943154,
050405,0.42490560,0.02038233,
050406,0.19179079,-0.30683750,
050407,0.37514222,-0.29309428,
050408,-0.12815595,-0.38188377,
050409,-0.07086862,-0.38259590,
050410,-0.75326782,-0.69468588,
050411,0.60710913,0.21970873,
050412,1.10025156,-0.52066028,
050413,0.55661857,-0.80400729,
050414,-0.36498284,-0.61512804,
050415,0.11350804,0.08767523,
050416,0.55549598,-0.18197206,
050417,0.69006163,-1.25426066,
050418,0.04564992,-0.38953617,
050419,0.40048149,-0.25677022,
050420,0.33246350,-0.20264690,
050421,-0.39538378,-0.62851417,
050422,0.79076678,0.08905327,
050423,-0.04797123,-0.68493968,
050424,-0.87118965,-0.73515546,
050425,-0.04684859,-0.25765049,
050426,0.76841235,-0.75492454,
050427,0.18623701,-0.29032457,
050428,0.93375790,-0.28160945,
050429,0.58439046,-0.23166634,
050430,0.37930557,-0.51254195,
050431,0.75523555,-0.66790408,
050432,0.20322195,-0.27991912,
050433,-0.31428829,-0.51543319,
050434,1.01959491,-0.28782251,
050435,-0.00222192,-0.57221287,
050436,0.06060683,-0.11111163,
050437,0.58006984,0.03090962,
050438,0.73052102,-0.18693379,
050439,0.07578035,-0.00873144,
050440,0.05209266,-0.12301091,
050441,0.52673960,-0.82127422,
050442,-0.14429493,-0.50469148,
050443,0.82842112,-0.10829873,
050444,0.08216581,0.17220891,
050445,0.83566290,-0.04859372,
050446,-0.42355350,-0.43688971,
050447,0.08457037,0.10675408,
050448,-0.52905959,-0.56655037,
050449,-0.13007443,-0.47119486,
050450,0.82500088,-0.45726225,
050451,0.11456476,-0.45126233,
050452,0.74198449,-0.47560120,
050453,0.74815923,-0.47710487,
050454,0.82599354,-1.11980140,
050455,0.48801234,-0.35464320,
050456,0.42293730,-0.37047055,
050457,0.26202452,-1.28041840,
050458,0.32309985,-0.05845528,
050459,1.10966003,-0.68969637,
050460,-0.05065543,-0.44827408,
050461,-0.14388891,-0.11828440,
050462,-0.70463896,-0.58888263,
050463,0.62675565,-0.43212730,
050464,-0.06618468,-0.63804883,
050465,-0.16876701,-0.37119311,
050466,0.70995671,-0.24712007,
050467,-1.06419110,-0.57788497,
050468,0.28167200,-0.95469248,
050469,-0.32594189,-0.67378765,
050470,0.52825528,-0.56139886,
050471,-0.00315850,-0.48316717,
050472,0.35409492,-0.01654853,
050473,0.36563933,0.13681225,
050474,0.89757538,-0.75242776,
050475,0.55214953,0.08196536,
050476,-0.47185925,-0.69987518,
050477,1.03286397,0.17991184,
050478,0.63335967,-0.10781558,
050479,0.49886540,-0.56328160,
050480,0.48352128,-0.06044098,
050481,0.79561406,-0.55611235,
050482,0.46770442,-0.71494174,
050483,-0.66568238,-0.52640021,
050484,-0.09143999,-0.66249400,
050485,-0.29264352,-0.74515039,
050486,-0.02730184,-0.62830460,
050487,0.49852341,0.16664845,
050488,0.76436126,-0.20633666,
050489,0.47853938,-0.19790998,
050490,0.17521091,0.17792131,
050491,-0.22227499,-0.68667620,
050492,-0.56497157,-0.76417673,
050493,1.18774498,-0.25766033,
050494,0.93479878,0.19111237,
050495,-0.02941097,-0.38432732,
050496,0.38180283,-0.33884302,
050497,-0.14795148,-1.07742727,
050498,0.57412189,-0.97032905,
050499,0.92983568,-0.09451704,
050500,-0.03669588,-0.73696035,
050501,-0.42971596,-0.61921400,
050502,0.03245470,-0.38329643,
050503,1.00531411,-0.23593992,
050504,-0.09816425,-0.54023588,
